topic,topic1,contents,label
Company,Mikuni (company), Mikuni Corporation (株式会社ミクニ Kabushiki-gaisha Mikuni) is a leading Japanese carburettor manufacturing company that was founded in 1923 and incorporated in 1948. Their business activities are centred on carburettors fuel injectors and other automobile related equipment. The operations are carried through the following divisions: Automobile-related Living and Environment related goods and Sale of imported goods.,1
Company,Comics Guaranty, Comics Guaranty LLC also known as CGC is a Sarasota Florida comic book grading service. CGC is an independent member of the Certified Collectibles Group of companies. It is the first independent and impartial third party grading service for comic books. The company was launched in early 2000 and has since gone on to become a notable part of the comic book collecting community. CGC's current President Mark Haspel (as of July 2008) is also the company's primary grader.,1
Company,Bergine, Bergine launched in March 2010 as the first luxury deal-of-the-day site in the United States. Co-founded by husband/wife team Ian Picache and Patricia Calfee Bergine provided daily flash-sale offers to restaurants spas and boutiques at up to 70% off retail prices.,1
Company,ACTION, ACTION is a bus service operator in Canberra Australia.,1
Company,Cott, The Cott Corporation is a supplier of private label carbonated soft drinks distributing to Canada the United States Mexico the United Kingdom and Europe.,1
Company,Flygprestanda, Flygprestanda AB (ICAO: FPA ) is a Swedish aviation company specializing in the support of takeoff and landing calculations. This is done in part through their 'Guru' software powered by an airport database derived partly from national Aeronautical Information Publications and NOTAMS. As of January 2011 the database covers more than 6000 airports.One of their other core services is the creation of Route Performance Manuals which deal with the efficiency of aircraft operations.,1
Company,Publishing houses in the Soviet Union, Publishing houses in the Soviet Union with the exception of the brief initial period and the period of perestroika before the dissolution of the Soviet Union were state enterprises under strict ideological control and censorship for the compliance with the communist ideology under the guidelines of the CPSU.,1
Company,Measurements and Controls India, Measurements And Controls India Limited (MACIL) is a product based company in Bangalore. MACIL develops manufactures and supplies transmission and access products for the telecom infrastructure in India.,1
Company,Ganz Works, The Ganz (Ganz vállalatok Ganz companies) electric works in Budapest is probably best known for the manufacture of tramcars but was also a pioneer in the application of three-phase alternating current to electric railways. Ganz also made: ships (Ganz Danubius) bridge steel structures (Ganz Acélszerkezet) high voltage equipment (Ganz Transelektro). Some engineers employed by Ganz in the field were Kálmán Kandó and Ottó Bláthy. The company is named after Ábrahám Ganz.,1
Company,Atlas (Springfield automobile), The Atlas car was built in Springfield Massachusetts from 1907-1911 (and became the Atlas-Knight for 1912–1913).After Harry Knox left the company that had been building Knox cars in Springfield he established the Knox Motor Truck Company in 1905 to produce Atlas commercial vehicles. His former partners at his previous firm took him to court over the name. After he was forbidden from using the Knox name he formed the Atlas Motor Car Company in late 1907.,1
Company,Southern Natural Gas, Southern Natural Gas Company headquartered in Birmingham Alabama is a natural gas pipeline company that was founded in 1928 and is currently a division of El Paso Corporation. The company was a division of Sonat Inc. until 1999 when Sonat and El Paso merged. The Company operates the Southern Natural Pipeline and currently has approximately 8000 miles of pipeline.,1
Company,Hans Rudolph Incorporated, Hans Rudolph Incorporated was founded by Hans Rudolph who in 1938 began designing pulmonary function testing (PFT) equipment. One of his most successful devices was a PFT high velocity valve. Today the company is a designer and manufacturer of various supplies and pieces of equipment used in various healthcare settings.,1
Company,Fenesta, Fenesta is a UPVC windows manufacturer and belongs to the DSCL group. It is headquartered in Gurgaon Haryana and has sales and marketing offices in India. The company also has five factories located in Bhiwadi Mumbai Bangalore Chennai and Hyderabad and a sixth factory under construction in Kolkata.Fenesta make noise-proof windows and doors and monsoon-proof windows.,1
Company,ERGO Insurance Group, ERGO (ERGO Insurance Group German: ERGO Versicherungsgruppe) is one of the major insurance groups in Europe. Worldwide ERGO is represented in more than 30 countries and concentrates on Europe and Asia. In Europe ERGO claims to be no. 1 in the health and legal expenses insurance segments and in its home market of Germany it is among the market leaders.,1
Company,Fonciere des Regions, Foncière des Régions (pronounced: [fɔ̃.sjɛʁ dɛ ʁe.ʒjɔ̃]) is a holding company of real estate investment (REIT) companies that own residential and commercial properties in 8 countries (mostly Europe). Its business comes from the rental and leasing of properties (including hotels and car lots) over 70% of which is office space in France and Italy (in 2009 vacancy rates were at 5.3% in France in other major markets like Rome Italy rental income was lower because office space use was halved).,1
Company,Mio GPS, Mio Technology develops and markets GPS navigation mobile system services. The brand was established in May 2002 and now has operations in Taiwan mainland China Europe North America Australia Japan and South Korea. Mio currently employees 1200+ employees worldwide and sells and markets its products in over 56 countries and territories.,1
Company,Emami, Emami Limited is an Indian producer of fast moving consumer goods (FMCG) such as cosmetics and health and baby products. The company is based in Kolkata.,1
Company,Jatco, JATCO (ジヤトコ株式会社 Japanese Automatic Transmission Company) is a subsidiary of Nissan which manufactures automatic transmissions for automobiles. Originally Mazda was also a partner.,1
Company,Oversea-Chinese Banking Corporation, The Oversea-Chinese Banking Corporation Limited (SGX: O39 OTC Pink: OVCHY) (Simplified Chinese: 华侨银行有限公司) abbreviated as OCBC Bank (华侨银行) is a publicly listed financial services organisation with its head office in Singapore. OCBC Bank has assets of more than 224 billion SGD. As of November 2010 the bank is the largest local bank in Singapore by market capitalisation. However it is the smallest local bank in Singapore by global presence.,1
Company,Picatic, Picatic is an online ticketing company. Picatic’s crowd-funding platform for event ticket sales allows promoters to create event pages to generate funding before events are booked. Picatic is known for creating crowdfunding solutions specifically within the events industry.Jayesh Parmar founded Picatic in 2008. The company has offices in Toronto Saskatoon San Francisco and New York City.,1
Company,PacificFlier, PacificFlier was a short-lived airline based in Koror Palau operating chartered passenger flights out of its base at Roman Tmetuchl International Airport. The airline only had one single aircraft a leased Airbus A310-300 which was equipped with 194 passenger seats 18 of which were located in business class.,1
Company,Premium AEROTEC, Premium AEROTEC is an aerospace manufacturing business headquartered in Augsburg in Germany. It is a subsidiary of EADS.,1
Company,XpressAir, Xpress Air established itself as a Domestic Regular Airline that offers direct flights to the Eastern parts of Indonesia with its first leap in the year 2005. Since then Xpress Air with its two Boeing 737s became the first privately owned scheduled Airline that connects Jakarta to 24 domestic destinations like Makassar (formerly known as Ujung Pandang) Ternate Sorong Manokwari and Jayapura.,1
Company,Unplugged Cities, Unplugged Cities LLC is an ISP that specializes in Metro WiFi internet connections generally in partnership with a city or township. Unplugged Cities also provides webhosting WLAN and Point-to-Point wireless connections in the Twin Cities Minnesota area.,1
Company,Gessler (company), The Gessler company is an Austrian company that produces liqueur such as Altvater as well as Monopolowa vodka.,1
Company,Proton (automobile), Proton Holdings Berhad (stylized PROTON) is a Malaysian automobile manufacturer. It is headquartered in Shah Alam Selangor and operates an additional manufacturing plant in Tanjung Malim Perak. The company was established in 1983 as the sole national car company until the advent of Perodua in 1993. Proton is a Malay acronym for Perusahaan Otomobil Nasional Sendirian Berhad.,1
Company,Oneupweb, Oneupweb Digital is a digital marketing agency based in Traverse City Michigan. The company provides various digital marketing services including social media marketing creative design and mobile application development search engine optimization (SEO) and Pay per Click (PPC) services.,1
Company,Wilkins Farago, Wilkins Farago is an independent Australian book publishing house founded in Melbourne in 1998. It is best known for publishing children's picture books translated from foreign languages into English.,1
Company,Hallmark Records, Hallmark Records is a British record label.,1
Company,Helios Airways, Helios Airways was a low-cost Cypriot airline operating scheduled and charter flights between Cyprus and many European destinations. It has its corporate headquarters on the grounds of Larnaca International Airport in Larnaca. Its main base was Larnaca International Airport. Flights ceased on 6 November 2006 because the company's aircraft were detained and its bank accounts frozen by the Government of Cyprus.,1
Company,Applebee's, Applebee’s International Inc. is an American company which develops franchises and operates the Applebee's Neighborhood Grill and Bar restaurant chain. As of December 2011 there were 2019 restaurants operating system-wide in the United States one U.S. territory (Puerto Rico) and 15 other countries.,1
Company,Family Tree DNA, Family Tree DNA is a division of Gene by Gene a commercial genetic testing company based in Houston Texas. Family Tree DNA offers analysis of autosomal DNA Y-DNA and mitochondrial DNA to individuals for genealogical purposes.,1
Company,Galaxy Studios, Galaxy Studios is a music recording mixing mastering and post-production facility established in 1980 by two brothers Wilfried and Guy Van Baelen. It is the home of the Auro 3D sound technology invented and developed by CEO Wilfried Van Baelen in 2005.Galaxy studios facilitates in Mol Belgium various music and film post workflows: music recording music mixing mastering sound-editorial services foley dubbing audio-post mixing film grading and film mastering.,1
Company,Urban Brain Studios, Urban Brain Studios is a Studio City CA based software company that develops video game design tools for PC.Their most recent software Chat Mapper provides a basis for prototyping nonlinear conversations in video games and is the first commercial software package designed solely for this purpose. The software concept is based loosely on works by Owen et al. and Arinbjarnar describing the importance of interactive nonlinear dialogue in video games.,1
Company,Malaysian Wrestling Federation/Fans, Peminat/Persekutuan Gusti Malaysia (PGM) or known as Malaysian Wrestling Federation/Fans (MWF) is a Malaysian publicly traded privately controlled entertainment company that providing the latest information on professional wrestling organization and it is also exclusive and special in Malay Language for pure wrestling fans in Malaysia. The organization was first created on March 14 2010 in Facebook website.,1
Company,Quarterstick Records, Quarterstick Records is a sublabel of Touch and Go Records.,1
Company,Brijnandan Singh Bhar & Co, Brijnandan Singh Bhar & Co is a Malaysian law firm headquartered in Kuala Lumpur Malaysia with two office locations in Penang and Kedah. The firm is focused on multi-disciplinary multi-jurisdictional and cross-border deals and litigation.,1
Company,Caja Navarra, Caja de Ahorros de Navarra or Caja Navarra or CAN was a medium-sized savings bank based in the Navarre province of northern Spain with headquarters in Pamplona.,1
Company,Ateliers Clérissy, The Ateliers Clérissy were pottery factories specializing in faience operated by members of the Clérissy family in Moustiers-Sainte-Marie in the Alpes-de-Haute-Provence in Marseille France and elsewhere.Family members continued to produce faïence in different locations until 1733.,1
Company,BetaShares, BetaShares is a company based in Sydney Australia and is one of the leading providers of exchange-traded funds (ETFs) and other ASX-traded funds. The company has been active in introducing a range of innovative products into the Australian ETF landscape including Australia's first currency hedged ETF Australia's first range of commodity ETFs Australia's first range of currency ETFs and Australia's first ETF using Fundamentally based indexes,1
Company,Broadway Bank (Texas), Broadway Bank is a community bank founded in 1941 and encompasses most of Central Texas. As of 2009 It operates approximately thirty-eight branches.,1
Company,Sammy Corporation, Sammy Corporation (サミー株式会社) was established on November 1 1975 and is a leading developer and retailer of pachinko and pachislot systems in Japan.In 2001 Sammy Corporation created a subsidiary Sammy Entertainment Inc. It would later change its name to Sammy Studios in 2002. Sammy Studios is responsible for developing and publishing next-generation video games.,1
Company,Jelly Belly, The Jelly Belly Candy Company or simply Jelly Belly formerly known as The Herman Goelitz Candy Company makes the Jelly Belly jelly bean and other candy. The company is based in Fairfield California and produces more than 37 million pounds (17000 tons) of candy annually at its Fairfield North Chicago Illinois and Pleasant Prairie Wisconsin facilities which have nearly 800000 square feet (74000 m2) of production space among them.,1
Company,Ekebergbanen (company), AS Ekebergbanen was a private company that built and operated the Ekeberg Line in Oslo Norway. It was founded 27 March 1914 and the line opened 11 June 1917 from Stortorvet to Sæter. The company also built a line to Simensbråten that was closed 29 October 1967. Ekebergbanen also operated buses in Oslo.,1
Company,Travel Sentry, Travel Sentry is the organization that establishes and manages standards used in travel security. It neither makes nor sells products. It created the TSA Lock concept used by the Transportation Security Administration a part of the US Department of Homeland Security.,1
Company,Amber Air, Amber Air (Lithuanian: Gintarinės avialinijos) was an airline based in Vilnius Lithuania operating scheduled and chartered flights out of Palanga International Airport. It suspended scheduled services in October 2006 when it dropped its main Palanga–Hamburg route. The company filed for bankruptcy in January 2007. Amber Air operated a fleet of one or two Saab 340 turboprop aircraft.,1
Company,Air Fecteau, Arthur Fecteau took his airplane licence after his brother Joseph. He became a flying instructor. The two brothers were offering airplane rides. Joseph went in the Côte-Nord area and Arthur the Abitibi region.,1
Company,Telenor Denmark, Telenor Denmark is a Danish mobile telephone operator with a customer base in excess of 1.4 million customers. Since 12 February 2004 it has been a subsidiary of the Norwegian mobile telephone company Telenor. Before 15 June 2009 was known as Sonofon.Sonofon and Cybercity merged in 2006 to form an alliance. From 15 June 2009 the two brands are merged and renamed to Telenor.,1
Company,Astrachan Gunst Thomas Rubin, Astrachan Gunst Thomas Rubin P.C. (also known as AGTR) is a mid-Atlantic law firm. With its principal office in Baltimore Maryland and satellite office in historic Chestertown Maryland located on Maryland's rural Eastern Shore AGTR is a big city law firm with small town appeal. Founded in 1994 the firm currently employs 9 attorneys and provides legal services to both regional and national clientele.,1
Company,Xilinx, Xilinx Inc. (/ˈzaɪlɪŋks/ ZY-lingks) is an American technology company primarily a supplier of programmable logic devices. It is known for inventing the field programmable gate array (FPGA) and as the first semiconductor company with a fabless manufacturing model.Founded in Silicon Valley in 1984 the company is headquartered in San Jose California with additional offices in Longmont Colorado; Dublin Ireland; Singapore; Hyderabad India; Beijing China; Shanghai China and Tokyo Japan.,1
Company,Base (company), Base is an international design communications audiovisual copywriting and publishing firm established in 1993. Base creates brand solutions using strategy creativity and innovation not limited by industry discipline or media. The company has studios located in New York Brussels Santiago and Geneva.,1
Company,TrueEX Group, trueEX Group LLC known as trueEX is a New York based financial technology company established on October 21 2010 by Founder Sunil G. Hirani a Co-Founder of Creditex Group Inc.trueEX is organized as a Delaware limited liability company and is a wholly owned subsidiary of trueEX Group.,1
Company,Temenos Group, Temenos Group AG (SWX: TEMN) is a company specialising in software for financial services with its headquarters in Geneva Switzerland. The group was created initially created 1993 and has been listed on the Swiss Stock exchange since 2001.,1
Company,Polystyle Publications, Polystyle Publications Ltd was a British publisher of children's comics and books. Incorporated in 12 May 1960 the company was dissolved in 1997 due to insolvency.Its registered office was at Polly Perkins House Paddington Green 382/386 Edgware Road London W2.,1
Company,London Life Insurance Company, .London Life Insurance Company is a Canadian life insurance company best known for its Freedom 55 slogan evocative of saving money to an extent that would allow one to retire at age 55. London Life is a part of Great-West Lifeco subsidiary The Great-West Life Assurance Company which in turn is controlled by Power Financial Corporation (Great-West Lifeco owns 100% of The Great-West Life Assurance Company; Power Corporation owns 72% of Great-West Lifeco.,1
Company,Paravaran Asseman (Paaviation), Paravaran Asseman is an Iranian aviation specialist.Formed in 1974 Paravaran Asseman is an organisation located in Tehran Iran. Paravaran Asseman is Iran’s only internationally certified and approved paraglider producer. Paravaran Asseman has a paraglider repair centre in Tehran[1].In 2007 Paaviation Supplied a Britten Norman Islander aircraft to Iran.,1
Company,Comarch, Comarch is an international software house and systems integrator based in Kraków Poland. Comarch provides services in areas such as Telecommunications Finance and Banking the Services Sector and to Public Administration.,1
Company,Compal Electronics, Compal Electronics (simplified Chinese: 仁宝电脑工业股份有限公司; traditional Chinese: 仁寶電腦工業股份有限公司) is a Taiwanese original design manufacturer (ODM) handling the production of notebook computers monitors and televisions for a variety of clients around the world including Acer Lenovo Dell Toshiba Hewlett-Packard and Fujitsu Siemens Computers. It is the second-largest contract laptop manufacturer in the world (behind Quanta Computer) and shipped over 48 million notebooks in 2010.,1
Company,Big Ant Studios, Big Ant Studios is an Australian video game development studio founded by CEO Ross Symons in 2001. Originally known as Bullant Studios a specialist in the simulation-racing genre the studio changed its name to Big Ant Studios in 2005 and has expanded its portfolio to include a wide variety of game genres on current and next-generation platforms.,1
Company,No Remorse Records, No Remorse Records was a German heavy metal record label. It was the original record label of heavy metal band Blind Guardian.,1
Company,Mengniu Dairy, China Mengniu Dairy Company Limited (Chinese: 蒙牛; SEHK: 2319) is a manufacturing and distribution company of dairy products and ice cream in the People's Republic of China. The company is based in Inner Mongolia and manufactures dairy products under the Mengniu brand.In July 2009 Mengniu sold a 20% stake to a consortium led by state-owned China National Oils Foodstuffs and Cereals Corp China's largest importer and exporter of food.,1
Company,Quality Bicycle Products, Quality Bicycle Products is the largest distributor of bicycle parts and accessories in the bicycle industry with revenues of $150 million in 2008. In addition to wholesaling bicycles and components from other manufacturers QBP owns and manufactures several brands of its own. QBP also participates in activities which support its community through cycling advocacy and green building.,1
Company,Pravetz computers, Pravetz (Правец in the original Cyrillic series 8 and series 16) were Bulgarian computers manufactured mainly in the town of Pravetz. Some components and software were produced in Stara Zagora Plovdiv and other Bulgarian cities.,1
Company,NEET, A NEET or neet is a young person who is Not in Education Employment or Training. The acronym NEET was first used in the United Kingdom but its use has spread to other countries including Japan and South Korea.In the United Kingdom the classification comprises people aged between 16 and 24 (some 16-year-olds are still of compulsory school age); the subgroup of NEETs aged 16–18 is frequently of particular focus.,1
Company,1worldspace, 1worldspace formerly known as 'WorldSpace' is an almost but not yet completely defunct satellite radio network that in its heyday provided service to over 170000 subscribers in eastern and southern Africa the Middle East and much of Asia with 96% coming from India. Timbre Media along with Saregama India plan to relaunch the company.The final fate of the original Worldspace satellite radio service still remains a mystery.,1
Company,The Warehouse Group, The Warehouse Group Limited (NZX: WHS) founded by Stephen Tindall in 1982 is the largest retail group operating in New Zealand. The Warehouse Group (TW Group) consists of The Warehouse Warehouse Stationery Noel Leeming and a Multi-Channel Business unit featuring sites like Torpedo7 1-day Red Alert Shotgun.co.nz and pet.co.nz to name a few.,1
Company,Hari Om Entertainment, Hari Om Entertainment Co. also known as Hari Om Productions is a production company founded in 2008. The important key people are Akshay Kumar & Twinkle Khanna.'Hari Om' happens to be the middle name of the birth name of Akshay Kumar (Rajiv Hari Om Bhatia).,1
Company,Real Works, Real Works (レアル・ワークス Rearu Wākusu) was a Japanese company located in Tokyo that was involved in the planning and production of adult videos (AV). They were integrated with the AV company KM Produce in early 2011.,1
Company,Cph Deutschland, cph Deutschland Chemie- Produktions- und Handelsgesellschaft mbH is an internationally active family business based in Essen. It is one of the large-scale world-wide suppliers of biologically degradable industrial adhesives. The core competence of the undertaking lies in the production of environmentally friendly label adhesives for the foodstuffs- packaging- paper-processing- and cigarette industries.,1
Company,FNC Entertainment, FNC Entertainment formerly FNC Music is a subsidiary label of CJ E&M Music and Live. The name FNC stands for fish and cake. It started off by exclusively managing musicians but changed its name to FNC Entertainment in 2012 and began to broadened their business field of entertainment. It has since January 2012 been based in its own company offices in Cheongdam-dong. They have the third largest market share in terms of music sale behind SM Entertainment and YG Entertainment.,1
Company,Mamas & Papas, Mamas & Papas is a UK-based retailer and manufacturer supplying prams pushchairs baby products furniture and maternity wear. It was established in Huddersfield in 1981 by Italian entrepreneurs David and Luisa Scacchetti and has grown as a family business to become one of the UK’s top nursery brands.M&P have over 60 stores in the UK & Ireland with a growing number of franchise stores in the Middle East Far East North America and South America.,1
Company,Graham-Paige, Graham-Paige was an American automobile manufacturer founded by brothers Joseph B. Graham (September 12 1882–July 1970) Robert C. Graham (August 1885–October 3 1967) and Ray A. Graham (May 28 1887–August 13 1932) in 1927. Automobile production ceased in 1940 and its automotive assets were acquired by Kaiser-Frazer in 1947. As a corporate entity the Graham-Paige name continued until 1962.,1
Company,EDP Renováveis, EDP Renováveis (English: EDP Renewables EDPR) is a leading renewable energy company registered in Oviedo and headquartered in Madrid that designs develops manages and operates power plants that generate electricity using renewable energy sources.EDPR was established in 2007 to hold and operate the growing renewable energy assets of parent company Energias de Portugal (EDP Group) Portugal´s largest utility company headquartered in Lisbon.,1
Company,Agilefant Oy, Agilefant Oy is a software company developing lean and agile project management tools. Its main product is Agilefant which is available as open source and as a hosted web application.Based in Espoo Finland Agilefant Oy was spun out from Aalto University in 2013 by members of the research group that developed Agilefant in 2005-2013.,1
Company,DROsoft, DROsoft is a computer and video game software distributor headquartered in Madrid Spain. They were acquired by Electronic Arts on November 14 1994. It was acquired in order to allow direct distribution of software to the Spanish region.,1
Company,Abner Records, Abner Records was a subsidiary of Vee-Jay Records. It was originally named Falcon Records but the name was changed in 1958 since there already existed a Falcon Records. The label was named after Ewart Abner who was general manager at Vee-Jay 1955–1961.,1
Company,Woco Group, Woco Group based in Bad Soden Germany is an automotive corporation from Germany which has production and sales locations in 20 different countries including USA Russia Germany France Hungary India China and Romania.,1
Company,Base CRM, Base CRM (originally Future Simple or PipeJump) is an enterprise software company based in Chicago Illinois with R&D offices located in Kraków Poland. It produces the web application Base also known as Base CRM which is a customer relationship management (CRM) system that is available for iOS Android and Windows Phone. Base was the first full native CRM Android app available.,1
Company,Touchmate, Touchmate or Touchmate M.E Free Zone Co. is a computer products manufacturing company founded in 1988. One of the leading computer product manufacturing company in UAE it was rated Best IT Brand of UAE by Reseller-Magazine in 2012.Now they are world's largest tech products with over 1100 products.,1
Company,Discos Fuentes, Discos Fuentes is a record label based in Medellín Colombia South America. Founded in 1934 in Cartagena Colombia by Antonio Fuentes Estrada Discos Fuentes was the country's first notable record label. The label was instrumental in introducing Colombia to such Afro-rhythm genres as cumbia fandango merengue porro and salsa.,1
Company,Genpact, Genpact Limited formerly a GE-owned company called GE Capital International Services or GECIS is an Indian service provider of analytics and research business process management (BPM) financial risk management supply chain procurement enterprise application services and IT services.,1
Company,Do & Co, DO & CO Aktiengesellschaft is an Austrian catering company headquartered in Vienna. It is active in many catering segment such as airline catering train catering and international events catering. The company is also involved in providing services through its restaurants bars lounges and hotels.The company handles the catering of Austrian Airlines (since 2007) as well as of the Austrian Federal Railways (since 2012).,1
Company,Titan Entertainment Group, Titan Entertainment Group (TEG) is a British retailing and publishing company owner of the Forbidden Planet bookstore chain Titan Magazines and Titan Books. TEG is run by Nick Landau and Vivan Cheung.,1
Company,REC Solar, REC Solar is an installer of solar electric systems in the United States. The company is focused on providing products and services to support residential commercial government and utility scale photovoltaic (PV) installations.Started in 1997 by Judy Ledford and Fred Sisson in San Luis Obispo County California REC Solar has grown to serve California Oregon Hawaii Arizona Colorado and New Jersey through thirteen local offices.,1
Company,Kuban Airlines, The Cuban airline is Cubana de Aviación.OAO Kuban Airlines (Russian: ОАО «Авиакомпания Кубань») was an airline based in Krasnodar Russia. It has operated domestic schedules within Russia and international charters. Its main base was Krasnodar International Airport. Its name comes from Kuban Province in southern Russia. On 11 December 2012 Kuban Airlines ceased operations due to financial difficulties.,1
Company,Raging Stallion Studios, Raging Stallion Studios based in San Francisco California is a major adult film studio and one of the world's largest producers of gay pornography. It was begun by Chris Ward and J. D. Slater; Michael Brandon later became a co-owner. Michael Brandon starred in several Raging Stallion films before deciding to buy into the company. All three have produced and directed video features released by the company.,1
Company,Storables, Storables is a specialty retail chain that carries a variety of products aimed at helping consumers organize their homes and work spaces in the West Coast of the United States. The company carries a wide selection of quality contemporary products offered at reasonable prices. These products have been categorized into departments that include: Audio Baskets Bath Closets Furniture Kids Kitchen Laundry Novelty Office and Utility.,1
Company,Cossette Inc., Cossette Inc. is a marketing and communications company headquartered in Quebec City Canada. It has been listed as one of the top 15 advertising agencies in North America and it numbers among the 25 leading agencies worldwide.[citation needed] Cossette's offices are in Quebec City Edmonton Montreal Toronto Vancouver Halifax New York Irvine Los Angeles London and Shanghai. Cossette recently acquired Dare Digital an award-winning interactive agency based in London.,1
Company,People's Insurance Company of China, People's Insurance Company of China Holdings Company (中国人保控股公司) is a state-owned company in the People's Republic of China. The holding company promotes its subsidiaries PICC Asset Management Company Limited and PICC Property and Casualty Company Limited (PICC P&C) (中国人民财产保险股份有限公司).PICC P&C is China's largest insurer of casualty insurance. It is licensed to provide all major lines of insurance except life insurance.,1
Company,RPM International, RPM International Inc is an American multinational holding company with subsidiaries that manufacture and market high-performance specialty coatings sealants and building materials. Industrial brands include Stonhard Tremco illbruck Carboline Flowcrete Universal Sealants and Euco. RPM's consumer products are used by professionals and do-it-yourselfers for home maintenance and improvement and by hobbyists.,1
Company,C3 Presents, C3 Presents is an independent concert promotion event production and artist management company based out of Austin Texas. C3 was founded by Charles Attal Charlie Jones and Charlie Walker in 2007.Annually C3 produces the Austin City Limits Music Festival and Austin Food & Wine Festival in Austin Texas Lollapalooza in Chicago Illinois Big Day Out in Australia and Orion Music + More in Atlantic City New Jersey.,1
Company,United Defense Manufacturing Corporation, United Defense Manufacturing Corporation (UDMC) is a Philippine defense contractor and firearms manufacturer based in Parañaque Philippines. It provides the Philippine National Police Armed Forces of the Philippines and Philippine Coast Guard amongst others with firearms and other tactical equipment.The company primarily produces M1911-pattern pistols and AR-15-pattern rifles and carbines notably producing a gas-piston variant called the Pneumatic Valve and Rod Assault Rifle (PVAR).,1
Company,Mannvit Engineering, Mannvit Engineering is the largest engineering firm in Iceland. Mannvit offers engineering consulting management operational and EPCM services to projects all over the world. Mannvit core activities include: geothermal and hydroelectric power development geothermal district heating infrastructure and transportation buildings renewable energy and climate power transmission industry IT and telecommunications. Company headquarters are in Reykjavík Iceland.,1
Company,Seaspeed, Seaspeed was the joint hovercraft operations of British Rail (under British Rail Hovercraft Limited) in association with the French SNCF.British Rail Hovercraft Limited was established in 1965 under authority given to it by the British Railways Act 1967 and started its first service in 1966.,1
Company,Thomson-Leng Musical Society, Thomson-Leng Musical Society is a Dundee-based theatrical organisation. Originally established for employees’ of D. C. Thomson & Co. the society today welcomes members from the general public and continues to produce musical theatre productions of varied genres within the city of Dundee.,1
Company,Dentsu, Dentsu Inc. (株式会社電通 Kabushiki-gaisha Dentsū) is a Japanese advertising and public relations company whose headquarters are located in the Dentsu Building in the Shiodome district of Minato Tokyo.Dentsu's sales are more than double its nearest competitor Hakuhodo or ADK in the Japanese market thanks to the company's origins as a media representative during the early part of the 20th century producing the first newspaper advertisements as well as the first television commercials in Japan.,1
Company,Nello L. Teer Company, Nello L. Teer Company was a privately owned General Contracting. Founded in 1909 by Nello Leguy Teer the Nello L. Teer Company was headquartered in Durham North Carolina and grew to be one of the largest construction companies in the world. Koppers of Pittsburgh Pennsylvania purchased the Nello L.,1
Company,J. Byrons, Byrons or J. Byrons or Jackson Byrons was an American mid-priced department store chain in Miami Florida.Byrons was founded in 1896 as a pharmacy called Byrons Red Cross. In 1947 the Byrons flagship store on Flagler Street was renamed Byrons Department Store. Pharmacy chain Eckerd Corporation bought J. Byron which at the time comprised 12 stores in 1968.,1
Company,Roots&Choice, Roots&Choice (sometimes referred to as Roots & Choice) is research services division of Work Movement a social enterprise headquartered in London United Kingdom.Businesses universities nonprofit organizations and governments worldwide utilize Roots&Choice research.,1
Company,Green Packet, Green Packet is a company headquartered in Malaysia which provides carrier grade Mobile data offloading solutions and 4G devices that supports LTE WiMAX and Wi-Fi technologies.Green Packet have regional offices in United States Middle East Oceania China and Taiwan.,1
Company,Norwegian Public Roads Administration, The Norwegian Public Roads Administration (Norwegian: Statens vegvesen) is a Norwegian government agency responsible for the state and county public roads in the country. This includes planning construction and operation of the state and county road networks driver training and licensing vehicle inspection and subsidies to car ferries.The agency is led by the Directorate of Public Roads (Vegdirektoratet) that is subordinate to the Ministry of Transport and Communications.,1
Company,Kenda Rubber Industrial Company, Kenda Rubber Industrial Company (Chinese: 建大工業股份有限公司) is a manufacturer of pneumatic tires in Taiwan since 1962 with manufacturing facilities in Taiwan China and Vietnam. They make tires for bicycles motorcycles ATVs trailers automobiles and industrial equipment.Kenda was the 27th largest tire maker in the world in 2010.,1
Company,Taco Time, Taco Time is a fast-food restaurant chain specializing in Mexican food. The chain offers dine-in take away and drive through at about 300 locations.The chain was founded in Eugene Oregon United States in 1959 by Ron Fraedrick who opened the first restaurant near his alma mater the University of Oregon at 13th Avenue and High Street in January 1960. In 1962 the first Taco Time franchise opened in Tacoma Washington.,1
Company,Lennox International, Lennox International Inc. (NYSE: LII) is an American company. Through its subsidiaries it is a provider of climate control products for the heating ventilation air conditioning and refrigeration markets around the world. The company was founded in 1895 by Dave Lennox and today is focused on four core businesses: Residential Heating and Cooling Commercial Heating and Cooling Service Experts and Refrigeration. The company headquarters are in Richardson Texas near Dallas.,1
Company,Algonquin Power, Algonquin Power & Utilities Corp. is a renewable energy and regulated utility company with assets across North America. Algonquin actively invests in hydroelectric wind and solar power facilities and sustainable utility businesses (water electricity and natural gas) through its two operating subsidiaries: Algonquin Power Co. and Liberty Utilities.,1
Company,Blue Horizon, Blue Horizon Records was a British blues independent record label founded by Mike Vernon in 1966.,1
Company,Dominion Diamond Corporation, Dominion Diamond Corporation formerly known as Harry Winston Diamond Corporation and before that Aber is a Toronto Canada specialist diamond mining and retail company.The company holds a 40% stake in the Diavik Diamond Mine Project. Production at the Diavik Diamond Mine Canada's second diamond mine is operated by Dominion Diamond Corporation's joint venture partner Diavik Diamond Mines Inc. a subsidiary of Rio Tinto Group.,1
